Wine,Grape sort,Year,Region,Country,Acetoine,Acetaldehyde,Methanol,1-propanol,Ethyl lactate,Isobutanol,1-butanol,2-butanol,2-methyl-1-butanol,3-methyl-1-butanol,2-methyl-1-propanol,1-pentanol,1-hexanol,"2,3-butanediol",2-phenylethanol,3-(Methylthio)-1-propanol,Hexyl acetate,Ethyl octanoate,Diethyl succinate,2-phenylethyl acetate,Diethyl malate,Ethyl decanoate,Isoamyl alcohol,Isoamyl acetate,1-heptanol,Ethyl acetate,Isopropyl acetate,Isobutyl acetate,Ethyl butyrate,Ethyl hexanoate,Ethyl isovalerate,Pentyl acetate,Phenyl acetate,Ethyl caprylate,alpha-TERPINEOL,Linalool ,Nerol,Citronellol,Geraniol,1-octanol,Hexanoic acid,Octanoic acid,Decanoic acid,Propanoic acid,butyric acid,2-methylpropanoic acid,2-methylbutyric acid,3-methylbutyric acid,Dodecanoic acid,DOI,Descriptors,Herbs and spices,Tobacco/Smoke,Wood,Berries,Citrus,Fruits,Nuts,Coffee,Chocolate/Cacao,Flowers
Yellow Tail,syrah,2014,,Australia,0,0,0,0,15.685,0,0.619,0,0.1321,136.977,6.8,0,2.754,31.63,12.653,0,0.2916,5.587,1.324,0.1438,0,3.407,0,0,0,0,0,0.00246,0.4103,1.94,0,0,0,0,0.0215,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1021/acs.jafc.6b01030,"Vanilla, oak, chocolate, plum, blackberry, dark fruit, jam, blackcurrant, black fruit, black cherry, mulberry, cherry, red fruit, raspberry, strawberry, red cherry, pepper, licorice, cinnamon, eucalyptus, anise, smoke, leather, earther, cheese, cream, oil, prune, fig, raisin, toast, nutty, maple syrup, brown sugar, citrus, orange, lemon, violet, perfume, jasmine, apple, peach, stone fruit, tomato, grass, tropical, guava",1,1,1,1,1,1,1,0,1,1
Hardys,Cabernet Sauvignon,2014,,Australia,0,0,0,0,9.75,0,0.531,0,0.1307,168.369,11.54,0,2.191,19.457,12.52,0,0.108,2.903,1.571,0.0538,0,1.194,0,0,0,0,0,0.00131,0.4484,0.699,0,0,0,0,0.0319,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1021/acs.jafc.6b01030,"currants, plums and cherries, complemented by a hint of bay leaf, cigar box and spiced oak.",1,1,1,1,0,1,0,0,0,0
Fontaine Saint Martin,Chardonnay,2010,Burgundy, France,0,0,38.95,13.96,0.578,7.35,0,0,0,0,0,0,0.545,0,0.554,0,0,0.384,0.069,0.021,0.105,0.154,33.41,0.542,0,16.37,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0.508,0.679,0.546,0,0.331,0,0,0,0,10.1111/j.1750-3841.2010.01578.x,"vanilla, oak, lemon zest, minerals, caramel, lime, grape",1,0,1,1,1,0,0,0,0,0
Cuvee Francoise Poisard,Chardonnay,2010,Burgundy, France,0,0,46.6,16.81,0.563,9.63,0,0,0,0,0,0,0.516,0,0.42,0,0,0.358,0.06,0.022,0.105,0.148,43.47,0.479,0,24.54,0,0,0,0.434,0,0,0,0,0,0,0,0,0,0,0.51,0.646,0.526,0,0.327,0,0,0,0,10.1111/j.1750-3841.2010.01578.x,"smoke and tropical fruits, surrounded by nuances of butter, vanilla and golden brown Brioche buns",1,1,0,0,0,1,0,0,0,0
Cuvee Philippe le Bon,Chardonnay,2010,Burgundy, France,0,0,53.71,21.91,0.539,17.79,1.61,0,0,0,0,0,0.502,0,0.93,0,0,0.667,0.108,0.092,0.107,0.101,87.09,1.26,0,51.002,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0.865,1.008,0.565,0,0.307,0,0,0,0,10.1111/j.1750-3841.2010.01578.x,"ight berries, nuances of butter, roasted almonds and hazelnuts, minerals, honey, citrus fruits, herbs and delicate shades of wax",1,0,0,1,1,0,1,0,0,0
Cuvee de Bahezre de Lanlay,Chardonnay,2010,Burgundy, France,0,0,58.948,28.35,0.524,21.59,1.72,0,0,0,0,0,0.447,0,0.72,0,0,0.489,0.053,0.107,0.106,0.085,97.67,0.89,0,44.68,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0.728,1.091,0.757,0,0.3,0,0,0,0,10.1111/j.1750-3841.2010.01578.x,shades of lilies and citrus fruits,0,0,0,0,1,0,0,0,0,1
Tinto,Tempranillo ,2020,Cigales, Spain,0,0,0,14,166,57,0,0,0,0,0,0,0.413,0,63,0,0.0104,0.27,0,0.215,0,0.054,296,0.935,0,0,0,0,0.15,0.31,0.023,0,0,0,0.0042,0.0045,0,0.0063,0.0023,0,2.999,4.648,0.497,0,0,0,0,0,0,10.1002/jsfa.10291,"Chocolate, oak, vanilla, black fruit, plum, blueberry, blackberry, black plum, earthy, balsamic, leather, forest floor, smoke, stone, graphite, pepper, cinnamon, bay leaf, oregano licorice, cherry, sour cherry, fig, prune",1,1,1,0,0,1,0,0,1,0
Juntos,Tempranillo ,2020,Cigales, Spain,0,0,0,13,292,60,0,0,0,0,0,0,1.075,0,60,0,0.0048,0.06,0,0.182,0,0.023,294,0.654,0,0,0,0,0.103,0.146,0.012,0,0,0,0.0053,0.0037,0,0.0061,0.0021,0,2.442,4.798,0.497,0,0,0,0,0,0,10.1002/jsfa.10291,"black currants, blackberries, ripe cherries and raisins. The bouquet is decorated with touches of licorice, nuances of oak and playful accents of spices: cinnamon, cloves, pepper and vanilla",1,0,1,1,0,0,0,0,0,0
Beefsteak Club,Tempranillo ,2020,Cigales, Spain,0,0,0,18,246,47,0,0,0,0,0,0,1.59,0,34,0,0.002,0.117,0,0.119,0,0.031,236,0.616,0,0,0,0,0.179,0.305,0.011,0,0,0,0.0021,0.0041,0,0.0064,0.0024,0,3.05,3.357,0.32,0,0,0,0,0,0,10.1002/jsfa.10291,"ripe red fruits (plums, cherries) and berries (strawberries)",0,0,0,1,0,1,0,0,0,0
Tapas Gaston,Tempranillo ,2020,Cigales, Spain,0,0,0,16,306,57,0,0,0,0,0,0,1.293,0,61,0,0.0062,0.119,0,0.131,0,0.038,290,0.634,0,0,0,0,0.112,0.225,0.026,0,0,0,0.0016,0.0033,0,0.0067,0.0019,0,2.106,3.644,0.425,0,0,0,0,0,0,10.1002/jsfa.10291,fruit and berry tones,0,0,0,1,0,1,0,0,0,0
Quinta da Oliveirinha,Touriga Franca,2005,Demarcated Douro, Portugal,0,1.645,0,0,1.825,0,0,0,0,0,0,0,1.963,0,13.165,0,0,0.0651,0.02,0.012,0,0.0714,170.39,0.639,0,26.415,0,0,0.0768,0.131,0.00484,0,0,0,0,0.00111,0,0.00758,0,0.00878,0.51,0.325,0.2,0,0.135,0,0,0,0,10.1021/jf8020199,"ripe blueberries and blackberry jam, with which the elegant nuances of coffee beans, wood, dry mint and sweet spices are harmoniously intertwined",1,0,1,1,0,0,0,1,0,0
Lilas,Touriga Franca,2005,Demarcated Douro, Portugal,0,1.36,0,0,1.83,0,0,0,0,0,0,0,1.85,0,16.07,0,0,0.056,0.02,0.0116,0,0.0609,149.64,0.502,0,31.64,0,0,0.0602,0.109,0.00405,0,0,0,0,0.00122,0,0.00765,0,0.0076,0.45,0.305,0.2,0,0.11,0,0,0,0,10.1021/jf8020199,plums and red fruits are complemented by hints of spice,1,0,0,0,0,1,0,0,0,0
AdegaMae,Touriga Franca,2005,Demarcated Douro, Portugal,0,2.894,0,0,2.019,0,0,0,0,0,0,0,1.634,0,12.763,0,0,0.0522,0.026,0.0102,0,0.0526,137.27,0.479,0,24.944,0,0,0.0557,0.102,0.00308,0,0,0,0,0.00112,0,0.0064,0,0.00809,0.389,0.268,0.174,0,0.1,0,0,0,0,10.1021/jf8020199,"floral notes, hints of black fruit and light hints of toast",0,0,0,0,0,1,0,0,0,1
Mateus Rose,Touriga Franca,2006,Demarcated Douro, Portugal,0,3.35,0,0,47.5,0,0,0,0,0,0,0,2,0,33.735,0,0,0.16,7.11,0.0143,0,0.0617,226.74,0.537,0,40.675,0,0,0.18,0.29,0.0107,0,0,0,0,0.00515,0,0.0137,0,0.0335,1.545,0.335,0.31,0,0.25,0,0,0,0,10.1021/jf8020199, fine floral aroma combined with berries and a very present freshness,0,0,0,0,0,1,0,0,0,1
El Picon,Tempranillo,2012, La Rioja, Spain,0,0,0,0,2.8,0,0.044,0,0,0,0.567,0,0.002534,0,52.91,0,0.005,0,0.505,0.019,0.369,0.044,169.57,0,0,0,0,0,0,0,0,0,0,0.495,0.0002,0.001,0,0.011,0.0088,0.015,0,0,0,0,0.751,0,0,0,0,10.3390/molecules190812173,"black cherry, currant, kirsch and cola",1,0,0,1,0,0,0,0,0,0
Protos,Tempranillo,2012, La Rioja, Spain,0,0,0,0,3.086,0,0.357,0,0,0,0.516,0,0.002389,0,49.544,0,0.0039,0,0.34,0.018,0.383,0.048,169.948,0,0,0,0,0,0,0,0,0,0,0.5,0.0002,0.0014,0,0.005,0.0077,0.015,0,0,0,0,0.856,0,0,0,0,10.3390/molecules190812173,"cherry, tobacco and anise, the aroma of wine gives way to tones of blackberry, raspberry, chocolate, vanilla and spices",1,1,0,1,0,0,0,0,1,0
Capellana,Tempranillo,2012, La Rioja, Spain,0,0,0,0,2.799,0,0.414,0,0,0,0.438,0,0.001583,0,30.315,0,0.0018,0,0.984,0.013,0.401,0.05,132.191,0,0,0,0,0,0,0,0,0,0,0.33,0.0002,0.0012,0,0.011,0.0066,0.022,0,0,0,0,0.771,0,0,0,0,10.3390/molecules190812173,shades of red fruits,0,0,0,0,0,1,0,0,0,0
Abel Mendoza,Graciano,2012, La Rioja, Spain,0,0,0,0,1.583,0,0.342,0,0,0,0.545,0,0.002745,0,53.576,0,0.0053,0,0.651,0.00084,0.226,0.039,133.225,0,0,0,0,0,0,0,0,0,0,0.27,0.001,0.0025,0,0.0087,0.01,0.0042,0,0,0,0,0.512,0,0,0,0,10.3390/molecules190812173,"balsamic and spicy notes, floral nuances, shades of ripe fruit",1,0,0,0,0,1,0,0,0,1
Mil Gracias,Graciano,2012, La Rioja, Spain,0,0,0,0,1.246,0,0.389,0,0,0,0.491,0,0.003611,0,29.182,0,0.012,0,0.383,0.01,0.098,0.043,104.536,0,0,0,0,0,0,0,0,0,0,0.238,0.0012,0.0045,0,0.012,0.013,0.012,0,0,0,0,0.532,0,0,0,0,10.3390/molecules190812173,"black fruits (cherries, plums, prunes), wonderful vanilla and chocolate shades, accents of exotic spices",1,0,0,1,0,1,0,0,1,0
Marques de Grinon,Graciano,2012, La Rioja, Spain,0,0,0,0,1.415,0,0.405,0,0,0,0.642,0,0.00272,0,28.644,0,0.015,0,0.519,0.011,0.092,0.042,141.672,0,0,0,0,0,0,0,0,0,0,0.252,0.0012,0.0042,0,0.012,0.012,0.0091,0,0,0,0,0.557,0,0,0,0,10.3390/molecules190812173,"blackcurrant, earth, espresso and oak",0,0,1,1,0,0,0,1,0,0
Cunqueiro,Treixadura,2019,Galicia,Spain,0,20.01,33,15.99,0,0,0,0,37.12,233.62,47.34,0,0,0,0,0,0,0.307,0,0.312,0,0.108,0,1.182,0,21,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,1.147,2.948,0.558,0,1.197,0,0,0,0.147,10.1093/femsyr/foz065,"pungent, harsh, ripe fruit, alcohol, solvent, bitter, fusel, oily, green, whiskey, malt, burnt, harsh, nail polish, bruised apple, cherry, nutty, pineapple, flowery, rose, honey, banana, sweet, cheese, sweat, fatty",1,0,0,1,0,1,1,0,0,1
Val do Avia,Treixadura,2019,Galicia,,0,91.67,28,28.2,0,0,0,0,26.23,198.67,57.37,0,0,0,0,0,0.038,0.25,0,0.16,0,0.042,0,0.812,0,22.33,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0.86,1.997,0.432,0,1.278,0,0,0,0.086,10.1093/femsyr/foz065,"apple, tart nectarine, notes of hazelnut and jasmine, refreshing acidity",0,0,0,0,0,1,1,0,0,1
Terra do Castelo,Treixadura,2019,Galicia,,0,46.67,33,64,0,0,0,0,17.83,162.81,102.48,0,0,0,0,0,0.02,0.092,0,0.025,0,0.027,0,0.19,0,26,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0.85,0.943,0.237,0,0.868,0,0,0,0.057,10.1093/femsyr/foz065,"freshly cut grass and fresh aromatics (fennel, sage), mimosa flower, white and stone fruit (pippin, apricot, medlar). Citrus grapefruit and orange peel",1,0,0,0,1,1,0,0,0,1
Vina de Martin,Treixadura,2019,Galicia,,0,75.33,28.67,28.2,0,0,0,0,24.77,274.17,91.51,0,0,0,0,0,0.037,0.03,0,0.065,0,0.135,0,0.307,0,20,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.51,0.59,0.173,0,1.325,0,0,0,0.042,10.1093/femsyr/foz065,"nashi pear and apple, with notes of tropical fruits, white flowers, and green herbs",1,0,0,0,0,1,0,0,0,1
A'via ,Treixadura,2019,Galicia,,0,100,33.33,33.58,0,0,0,0,28.32,233.05,133.41,0,0,0,0,0,0.013,0.425,0,0.422,0,0.045,0,1.672,0,20,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,1.485,3.285,1.062,0,1.488,0,0,0,0.155,10.1093/femsyr/foz065,"white fruits and citrus, floral notes and chalky undertones",0,0,0,0,1,1,0,0,0,1
A Teixa Blanco,Treixadura,2019,Galicia,,0,98.33,28.67,23.71,0,0,0,0,22.1,212.99,61.01,0,0,0,0,0,0.042,0.187,0,0.285,0,0.032,0,0.668,0,21.67,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0.85,1.77,0.482,0,1.282,0,0,0,0.06,10.1093/femsyr/foz065,"nuts, fruits (citrus), herbs and mineral notes",1,0,0,0,1,0,1,0,0,0
Oyster Bay Sauvignon blanc,Sauvignon blanc,2008,Marlborough, New Zealand,0,0,0,0,2.57,0.0224,0,0,0,0,0,0,2.858,0,0.0357,0,0.242,1.931,0.716,0.0111,1.334,0.564,0.132,3.403,0.0013,0,0,0.0258,0,0.401,0.0134,0,0,0,0,0,0,0,0,0,0.0096,0.018,0.0021,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"gooseberry, fresh fennel and passion-fruit flavors, as well as some sage and mint undertones. Light-bodied and tangy with crisp acidity, сitrus notes and tropical flavors – youthful, elegant, and fresh",0,0,0,1,1,1,0,0,0,1
Skywalker,Sauvignon blanc,2008,Marlborough, New Zealand,0,0,0,0,2.72,0.0219,0,0,0,0,0,0,2.863,0,0.0352,0,0.155,1.594,1.013,0.0093,1.78,0.465,0.147,2.557,0.0014,0,0,0.0239,0,0.339,0.0149,0,0,0,0,0,0,0,0,0,0.0094,0.0192,0.0021,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"lemon, grapefruit, minerals",0,0,0,0,1,0,0,0,0,0
Vicar's Choice,Sauvignon blanc,2008,Marlborough, New Zealand,0,0,0,0,3.824,0.0235,0,0,0,0,0,0,3.108,0,0.0384,0,0.041,1.195,3.189,0.0062,3.741,0.281,0.142,0.797,0.0016,0,0,0.0112,0,0.261,0.0223,0,0,0,0,0,0,0,0,0,0.0098,0.0179,0.0028,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"fruit punch, green tomato leaves, black currant, grapefruit and melon",0,0,0,1,1,1,0,0,0,0
Gamellon,Monastrell,2016,Bullas, Spain,0,0,0,0.0194,0,0,0.0059,0,0,0.4011,0.1341,0,0.0652,0,0.2351,0,0,0.9767,0,0,0,0,0,0,0,0.2192,0,0,0,0.4326,0,0,0,0,0.0095,0.0235,0,0.035,0,0,0.1346,0.2661,0.0087,0,0,0,0,0,0,10.1002/jsfa.9991,"caramel, oak, vanilla, smoke, tobacco leaf, pepper, blackberry, strawberry",1,1,1,1,0,0,0,0,0,0
Gran Coronas Reserva ,Cabernet Sauvignon,2016,Bullas, Spain,0,0,0,0.0189,0,0,0.007,0,0,0.51,0.1341,0,0.0523,0,0.3011,0,0,0.3791,0,0,0,0,0,0,0,0.177,0,0,0,0.3288,0,0,0,0,0.0097,0.0126,0,0.0177,0,0,0.1417,0.354,0.0932,0,0,0,0,0,0,10.1002/jsfa.9991,"Opaque cherry red wine. Fruity (jammy strawberry and raspberry) with lovely spicy (black pepper) and balsamic notes. Intense, deep, with very ripe, velvety tannins from aging in wood (toasted oak).",1,0,1,1,0,1,0,0,0,0
Tres Equis,"Monastrell, Cabernet Sauvignon",2016,Bullas, Spain,0,0,0,0.0095,0,0,0.0009,0,0,0.3524,0.0191,0,0.0392,0,0.2231,0,0,0.4915,0,0,0,0,0,0,0,0.0484,0,0,0,0.2016,0,0,0,0,0.0037,0.0106,0,0.0033,0,0,0.0286,0.1151,0.0412,0,0,0,0,0,0,10.1002/jsfa.9991,"Delicate black fruit aroma with high roast and smoky features.  Structured, subtle and smart palate, ripe appetizing and sweet tannins marked by elegance.",0,1,0,0,0,1,0,0,0,0
Castillo de Madax,"Monastrell, Cabernet Sauvignon",2016,Bullas, Spain,0,0,0,0.0092,0,0,0.0006,0,0,0.3266,0.0132,0,0.0437,0,0.2479,0,0,0.9132,0,0,0,0,0,0,0,0.0381,0,0,0,0.231,0,0,0,0,0,0.0062,0,0.0032,0,0,0.0388,0.1633,0.0546,0,0,0,0,0,0,10.1002/jsfa.9991,"dark plums, dried dark berries, minerality (wet soil), overripe and wilted cherries, blackcurrant jam, herbaceous nuances, woody and floral notes, vanilla",1,0,1,1,0,1,0,0,0,1
Coleccion,"Monastrell, Cabernet Sauvignon",2016,Bullas, Spain,0,0,0,0.0159,0,0,0.0015,0,0,0.392,0.0203,0,0.0413,0,0,0,0,1.3373,0,0,0,0,0,0,0,0.071,0,0,0,0.3492,0,0,0,0,0.0018,0.0084,0,0.0035,0,0,0.0598,0.227,0.0523,0,0,0,0,0,0,10.1002/jsfa.9991,"pepper, ripe plums, figs",1,0,0,0,0,1,0,0,0,0
Finca Bacara Jumilla Chopo,"Monastrell, Cabernet Sauvignon",2016,Bullas, Spain,0,0,0,0.0159,0,0,0.0008,0,0,0.3577,0.0165,0,0.0363,0,0.2477,0,0,1.5777,0,0,0,0,0,0,0,0.057,0,0,0,0.3874,0,0,0,0,0.0018,0.0199,0,0.0033,0,0,0.0597,0.2494,0.073,0,0,0,0,0,0,10.1002/jsfa.9991,cherry and raspberry,0,0,0,1,0,0,0,0,0,0
Barrica,"Monastrell, Syrah",2016,Bullas, Spain,0,0,0,0.0111,0,0,0.0009,0,0,0.3716,0.02,0,0.0503,0,0.2659,0,0,0.8685,0,0,0,0,0,0,0,0.0587,0,0,0,0.2583,0,0,0,0,0,0.0057,0,0.0038,0,0,0.0421,0.1469,0.0252,0,0,0,0,0,0,10.1002/jsfa.9991,"From bright red pillory, displays a pleasant sensation in the nose of ripe fruit on a light background oak step long, intense, balanced finish with a broad and complex.",0,0,1,0,0,1,0,0,0,0
Equilibrio,"Monastrell, Syrah",2016,Bullas, Spain,0,0,0,0.0097,0,0,0.0003,0,0,0.3117,0.0182,0,0.0401,0,0.2311,0,0,0.7248,0,0,0,0,0,0,0,0.0497,0,0,0,0.2424,0,0,0,0,0,0.0039,0,0.0037,0,0,0.0414,0.1563,0.0309,0,0,0,0,0,0,10.1002/jsfa.9991,"shades of cherry, strawberry and black plum",0,0,0,1,0,1,0,0,0,0
Genus,"Monastrell, Syrah",2016,Bullas, Spain,0,0,0,0.012,0,0,0.0023,0,0,0.3271,0.0218,0,0.0436,0,0.2712,0,0,0.4873,0,0,0,0,0,0,0,0.0595,0,0,0,0.2184,0,0,0,0,0.0011,0.0034,0,0.0044,0,0,0.0437,0.1703,0.0704,0,0,0,0,0,0,10.1002/jsfa.9991,blueberries combined with hints of sweet spices,1,0,0,1,0,0,0,0,0,0
PPP ,"Monastrell, Tempranillo ",2016,Bullas, Spain,0,0,0,0.0138,0,0,0.0008,0,0,0.365,0.017,0,0.0381,0,0.2087,0,0,1.4548,0,0,0,0,0,0,0,0.0672,0,0,0,0.3665,0,0,0,0,0.0016,0.0038,0,0.0026,0,0,0.061,0.2565,0.068,0,0,0,0,0,0,10.1002/jsfa.9991,"Smoke, leather, earthy, plum, black fruit, blackberry, dark fruit, jam, cherry, raspberry, tobacco, vanilla, clove, pepper, cinnamon, violet, bell pepper",1,1,0,1,0,1,0,0,0,0
Neleman Tempranillo-Monastrell,"Monastrell, Tempranillo ",2016,Bullas, Spain,0,0,0,0.0107,0,0,0.0007,0,0,0.3782,0.0206,0,0.0547,0,0.1827,0,0,0.8107,0,0,0,0,0,0,0,0.0585,0,0,0,0.2662,0,0,0,0,0.0016,0.0038,0,0.0032,0,0,0.0421,0.1675,0.0385,0,0,0,0,0,0,10.1002/jsfa.9991,"notes of ripe berries, herbs, spices and oak
​",1,0,1,1,0,0,0,0,0,0
Immortalis,Monastrell,2016,Bullas, Spain,0,0,0,0.0111,0,0,0.0006,0,0,0.3154,0.0129,0,0.0391,0,0.1696,0,0,1.1847,0,0,0,0,0,0,0,0.0429,0,0,0,0.3089,0,0,0,0,0.0013,0.0153,0,0.003,0,0,0.0522,0.2261,0.0652,0,0,0,0,0,0,10.1002/jsfa.9991,"Cherry red color with medium high layer and violet trim. With intense nose and aromas of fresh fruit with touches of eucalyptus and licorice. Power in the mouth, with a tasty tannin in attack; Of unctuous perception in the middle of the mouth and a long and fresh finish.",1,0,0,1,0,1,0,0,0,0
Marius,Monastrell,2016,Bullas, Spain,0,0,0,0.0109,0,0,0.0005,0,0,0.3018,0.0138,0,0.0401,0,0.2428,0,0,0.9104,0,0,0,0,0,0,0,0.0448,0,0,0,0.259,0,0,0,0,0.0012,0.0081,0,0.003,0,0,0.042,0.1946,0.0831,0,0,0,0,0,0,10.1002/jsfa.9991,"forest berries, ripe fruits, sweet spices and spices",1,0,0,1,0,1,0,0,0,0
Delampa 50 Anos,Monastrell,2016,Bullas, Spain,0,0,0,0.0121,0,0,0.0006,0,0,0.3426,0.0177,0,0.0393,0,0.1598,0,0,0.8341,0,0,0,0,0,0,0,0.0468,0,0,0,0.2595,0,0,0,0,0.0017,0.004,0,0.0033,0,0,0.0434,0.1429,0.0192,0,0,0,0,0,0,10.1002/jsfa.9991,"ripe cherries and blackberries, exquisitely complemented with vanilla, woody, chocolate and licorice nuances",1,0,1,1,0,0,0,0,1,0
Parcela Umbria,Monastrell,2017,Bullas, Spain,0,0,0,0.0042,0,0,0.0029,0,0,0.4773,0.0383,0,0.0651,0,0.2371,0,0,0.6486,0,0,0,0,0,0,0,0.0623,0,0,0,0.0096,0,0,0,0,0.0019,0.0084,0,0.0068,0,0,0.0257,0.0852,0.0407,0,0,0,0,0,0,10.1002/jsfa.9991,"ripe red fruits, undergrowth and spices",1,0,0,0,0,1,0,0,0,0
Mas La Plana,Cabernet Sauvignon,2017,Bullas, Spain,0,0,0,0.0083,0,0,0.0047,0,0,0.5694,0.0396,0,0.0509,0,3176,0,0,0.5894,0,0,0,0,0,0,0,0.0636,0,0,0,0.1866,0,0,0,0,0,0.0049,0,0.0029,0,0,0.0322,0.0933,0.0407,0,0,0,0,0,0,10.1002/jsfa.9991,"blackcurrant, echoing the expressive accents of coffee, black plum, bay leaf and pomegranate, mint, flowers, cloves and cinnamon",1,0,0,1,0,1,0,1,0,1
Neleman Monastrell-Cabernet Sauvignon,"Monastrell, Cabernet Sauvignon",2017,Bullas, Spain,0,0,0,0.0026,0,0,0,0,0,0.3188,0.013,0,0.04,0,0.1879,0,0,0.3785,0,0,0,0,0,0,0,0.0399,0,0,0,0.2077,0,0,0,0,0,0.0101,0,0.0031,0,0,0.0288,0.1325,0.1656,0,0,0,0,0,0,10.1002/jsfa.9991,"ripe red fruits, dark berries, fruit jam and spices",1,0,0,1,0,1,0,0,0,0
Juan de Juanes,"Monastrell, Cabernet Sauvignon",2017,Bullas, Spain,0,0,0,0.0036,0,0,0.0012,0,0,0.3642,0.0163,0,0.0453,0,0.3401,0,0,1.108,0,0,0,0,0,0,0,0.0527,0,0,0,0.1902,0,0,0,0,0,0.0047,0,0.0028,0,0,0.0444,0.1984,0.1919,0,0,0,0,0,0,10.1002/jsfa.9991,"red fruits, berries and white flowers",0,0,0,1,0,1,0,0,0,1
Goru,"Monastrell, Cabernet Sauvignon",2017,Bullas, Spain,0,0,0,0.0041,0,0,0.0008,0,0,0.3731,0.0211,0,0.0446,0,0.2108,0,0,0.6056,0,0,0,0,0,0,0,0.05,0,0,0,0.2096,0,0,0,0,0.0012,0.004,0,0.0034,0,0,0.0377,0.1351,0.0636,0,0,0,0,0,0,10.1002/jsfa.9991,"black fruits and berries (especially blueberries), hints of toast and smoky notes",0,1,0,1,0,1,0,0,0,0
Tranco Monastrell - Cabernet Sauvignon,"Monastrell, Cabernet Sauvignon",2017,Bullas, Spain,0,0,0,0.0052,0,0,0.0009,0,0,0.2695,0.0138,0,0.035,0,0.1355,0,0,1.0355,0,0,0,0,0,0,0,0.0579,0,0,0,0.2737,0,0,0,0,0.0006,0.0074,0,0.0016,0,0,0.049,0.1428,0.1364,0,0,0,0,0,0,10.1002/jsfa.9991,"Deep cherry red colour. Concentrated, dense, good aromatic intensity. Intense fruit, good ripen with fresh and sweet feeling . On the palate it has a very smooth beginning, enveloping, bodied and good balanced. Long and pleasant end.",0,0,0,1,0,1,0,0,0,0
Lavia,"Monastrell, Syrah",2017,Bullas, Spain,0,0,0,0.0043,0,0,0.0007,0,0,0.3904,0.0254,0,0.0468,0,0.204,0,0,0.5417,0,0,0,0,0,0,0,0.0633,0,0,0,0.26,0,0,0,0,0.0013,0.0041,0,0.0034,0,0,0.0426,0.1644,0.1109,0,0,0,0,0,0,10.1002/jsfa.9991,"Cherry red color with medium high layer and violet trim. With intense nose and aromas of fresh fruit with touches of eucalyptus and licorice. Power in the mouth, with a tasty tannin in attack; Of unctuous perception in the middle of the mouth and a long and fresh finish.",1,0,0,1,0,1,0,0,0,0
Carus Unum,"Monastrell, Syrah",2017,Bullas, Spain,0,0,0,0.0041,0,0,0.0007,0,0,0.3618,0.0227,0,0.0454,0,0.1903,0,0,0.565,0,0,0,0,0,0,0,0.0509,0,0,0,0.2472,0,0,0,0,0.0015,0.0041,0,0.0035,0,0,0.0385,0.1533,0.0761,0,0,0,0,0,0,10.1002/jsfa.9991,"ripe cherries, strawberries and black plums, spicy",1,0,0,1,0,0,0,0,0,0
Ontalba,"Monastrell, Syrah",2017,Bullas, Spain,0,0,0,0.0037,0,0,0.0011,0,0,0.3794,0.0211,0,0.054,0,0.2359,0,0,0.8365,0,0,0,0,0,0,0,0.0601,0,0,0,0.2898,0,0,0,0,0.0013,0.0047,0,0.003,0,0,0.0488,0.2121,0.1716,0,0,0,0,0,0,10.1002/jsfa.9991,"​red fruits, spices and minerals
​",1,0,0,0,0,1,0,0,0,0
Castillo de Jumilla,"Monastrell, Tempranillo ",2017,Bullas, Spain,0,0,0,0.0039,0,0,0.0012,0,0,0.3409,0.0186,0,0.0442,0,0.212,0,0,1.1326,0,0,0,0,0,0,0,0.0614,0,0,0,0.3815,0,0,0,0,0.0009,0.0053,0,0.0024,0,0,0.0551,0.2396,0.1645,0,0,0,0,0,0,10.1002/jsfa.9991,"Cherry, strawberry, red fruit, raspberry, red cherry, cranberry, blackberry, dark fruit, black fruit, black cherry, oak, vanilla, coffee, leather, earthy, balsamic, pepper, licorice, eucalyptus, cheese, banana, yeast",1,0,1,1,0,1,0,1,0,0
Parcela Solana,Monastrell,2017,Bullas, Spain,0,0,0,0.0031,0,0,0.0008,0,0,0.3053,0.0164,0,0.0368,0,0.174,0,0,0.937,0,0,0,0,0,0,0,0.0535,0,0,0,0.3145,0,0,0,0,0,0.0083,0,0.0021,0,0,0.0567,0.1533,0.2263,0,0,0,0,0,0,10.1002/jsfa.9991,"ripe red and black berries, spicy",1,0,0,1,0,0,0,0,0,0
